COUNTRY,INDEX_TYPE,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4
"Gambia, The",Consumer price index (CPI),1.726862745,0.529798119,0.225910439,0.62418929,1.139008333,1.73899419,0.680974176,2.498250469,0.929483682,1.07975862,0.859527699,1.201931522,1.12962245,0.769995765,0.868239562,1.458950059,1.48965592,1.358295561,1.272366531,1.74021426,1.329709215,1.048629815,1.341998977,2.060465965,2.172240533,1.116229174,1.504399964,1.830399603,1.969290223,1.389919768,1.686508643,2.124832249,2.204083199,2.481942316,1.430110683,1.508428253,1.489354544,1.854985682,1.520585038,1.59754242,1.377275653,1.490957547,2.591604394,1.761503691,1.59848016,1.442329261,0.476051264,1.534440867,2.107641311,2.818717031,0.997934949,1.260280569,2.085593977,3.560626589,4.300522366,2.336193716,2.51736605,4.065398932,7.601239974,3.163929162,2.07317795,2.296401315,2.861840727,2.237473892,2.399658957
Guinea-Bissau,Consumer price index (CPI),,,,,,,0.476839237,2.033898305,0.797342193,1.417270929,2.307442314,0.667090216,-0.97822657,0.478011472,1.776086267,0.747896541,-0.896999691,0.187265918,1.239875389,-0.323096806,0.466150094,-3.05432645,0.095087163,2.089930336,-0.093052109,-1.51195281,0.498061344,3.321727675,-0.060716454,-1.27582017,0.492307692,1.194121249,0.453857791,-0.234212211,0.998707175,0.899228775,-1.335236283,-1.051142756,1.874472094,0.497464843,0.42202126,-0.363372093,-1.398534868,1.212530554,0.158886523,0,0.209397506,1.263257876,-0.084417209,0.056325688,0.015637217,1.519699812,3.101613659,1.897143013,2.219420664,3.981069841,1.690894547,1.833667878,1.606201055,0.717484743,-0.886802596,1.206731661,2.108683682,1.459326004,0.445589559
Guinea,Consumer price index (CPI),-0.891829689,-2.602805999,3.079674151,2.563608327,3.119714339,3.195986063,3.812443055,4.468487528,6.049695741,5.243528638,5.104450282,3.551566035,5.020351266,3.216871448,2.880905779,2.740966049,3.757141054,2.999120043,2.368960049,2.16147539,2.625575511,2.598528,1.890237588,-1.855170459,-2.532714699,11.43540458,1.949679379,1.686047085,1.654698732,2.025879217,2.508584865,1.958497004,1.875505896,1.82722588,2.690848231,2.477675401,2.107475465,2.075489752,2.753100857,2.733641615,1.94098862,1.933657828,2.640826371,2.586965763,1.758964483,1.987893221,4.689975567,2.121041714,1.497541981,3.669673655,4.542470077,2.669158649,1.20300375,3.25475857,3.983106783,1.051269049,0.110312062,2.790364894,3.341067285,0.875617423,1.135099043,3.389084507,2.362707535,1.060511541,0.411522634
Côte d'Ivoire,Consumer price index (CPI),-1.094733356,0.083818499,-0.103705839,-0.491309291,-1.2076683,0.775017191,2.031416345,-0.350229978,1.186264911,2.293114772,3.476343989,-2.339022414,-0.262946811,0.8288068,0.386857495,0.962532242,0.936092166,1.229866069,0.267839737,-0.158475439,-0.262703125,0.129767163,0.711619552,0.017826901,-0.05347117,0.826274335,0.657371105,-0.319217478,-0.226224403,0.588928151,1.697892272,-1.813471503,-0.205218411,1.321974148,0.608872137,-0.634005764,-0.464037123,0.553613054,0.376702405,0.115473441,-0.069352588,-1.839517919,0.969305331,-0.448,0.578592093,1.237529521,1.082093001,-0.421120562,0.483048599,1.776956066,1.710210534,0.587723752,1.039826352,1.467999924,1.453591738,1.844380403,0.764006791,0.786295984,1.225968236,1.316647071,0.412031968,0.514069264,1.919354516,0.850042836,-0.874655621
Kenya,Consumer price index (CPI),,,,0.970692662,1.139792675,0.903643357,0.611203988,0.634965042,1.642810228,4.020647164,6.35536486,3.613632483,3.975926401,1.985519461,1.722974365,-1.385679534,1.193167338,2.530078652,2.004684105,1.098199607,1.596795242,1.912834294,2.25091311,1.573632644,0.311616773,1.567462609,3.388770587,0.764668392,1.454402439,1.253163832,1.785045311,1.693680533,1.615659053,3.494389266,3.589967467,-1.302738688,-0.787270703,3.003617369,3.095849526,-0.626585891,0.077400271,1.798334985,2.739906422,1.001529274,1.142593001,1.752679,1.308474178,0.041743745,2.074101188,2.258933546,1.483465631,0.707426855,1.415937957,1.635407584,3.241323986,2.122633401,2.07045996,1.410346299,2.112306169,1.165854225,1.931095679,0.939524817,0.749238209,0.400857874,0.704585536
"Lesotho, Kingdom of",Consumer price index (CPI),2.327508557,-8.069267124,-18.54088568,1.005708427,0.72276783,0.844274251,0.915892566,0.728128488,0.539531021,1.161523429,1.961522634,1.602907063,2.002053242,1.508523459,1.128845896,0.753587596,1.63702777,1.29771942,0.839572894,0.944851116,1.972911964,1.571173441,1.663820058,0.525506973,0.133628645,-0.050812304,1.693852392,1.674835307,1.37813003,1.717369067,2.814054002,0.393744722,0.544840358,1.266035572,1.875653831,0.542881307,0.543145486,2.0616279,0.669706266,1.251744355,1.352833441,1.706473758,1.297934469,0.756157149,0.909496463,1.047174331,1.575684992,2.182826392,0.708727454,1.247147478,2.248943602,1.038379562,1.802208009,2.141484668,2.781070422,2.428108029,0.604257441,1.057078294,2.143354276,1.273987435,2.192894013,1.810050987,1.217926351,0.633969826,0.540913255
Liberia,Consumer price index (CPI),-4.938937993,-1.876168169,5.449197087,8.494535144,-3.313030833,1.713276805,0.572187815,5.382484551,-1.933031381,2.216494845,2.160363086,6.450657505,-0.443306809,0.946454522,0.153187405,3.820141896,1.565550783,1.583362461,0.263221278,4.001441343,1.979838643,1.705198104,2.298576314,5.075415954,0.081392251,0.251371453,1.968500983,5.315319706,0.21928499,-0.535483542,2.590543747,6.495782637,2.599915265,0.742520801,1.606278361,6.60336239,3.50470827,4.891258508,5.773113788,9.878827232,4.503820883,1.849996105,8.91132658,12.74967588,0.523036023,0.166811668,3.776935926,10.30515647,-1.918955783,-1.036158719,1.385548076,8.666466339,-3.609581792,1.611654332,-0.153785581,9.329700967,-1.4945223,-0.011052927,3.400531014,8.878458703,-1.815479565,-0.274349466,0.683468115,8.304702741,-0.060532795
Libya,Consumer price index (CPI),,,,,,,0.492916075,0.330817439,1.569075071,0.622971152,7.921784908,10.33681765,5.473684211,-4.830339321,-1.111577181,2.354612937,0.269310944,0.640274667,0.349075975,1.45283405,-0.524405002,-0.709651257,0.224627323,3.117359413,3.912270302,0.052294665,1.446907818,4.16379112,8.966431095,7.498986623,2.545248869,8.402279831,4.019674355,7.125387249,7.336377473,2.977878616,6.912696227,3.310149408,0.847774592,3.337866238,-4.869003469,-0.855130785,1.927955353,-1.754604281,0.126662445,0.594560405,1.936619718,-0.703182828,0.285749783,0.854806739,0.908979241,1.278149726,1.274038462,1.329219084,1.253220895,0.35858878,0.691562932,0.789835165,0.545144804,0.090364848,0.406274687,0.460829493,1.029313045,0.686600221,0.186977563
"Madagascar, Republic of",Consumer price index (CPI),3.441763118,3.41687354,-0.003500871,0.892315361,3.540191587,3.405738804,1.115145228,1.615798923,3.255931348,5.255438768,-0.27868091,0.465766185,1.831247102,2.549951782,1.279646994,0.315869731,1.617806732,2.286569078,0.908806017,1.15942029,1.872697503,1.981225515,1.08458919,1.066647464,1.646261345,2.94472372,1.741453976,1.059590654,1.577202258,2.366840884,0.676132522,1.141705843,1.294820717,3.539823009,2.532446977,1.0497067,2.688664833,3.064564118,1.385681293,1.366742597,1.573033708,1.963495575,0.922158937,0.886858371,0.799147576,1.321353066,1.17370892,0.747615365,1.151484135,1.884644574,1.864680323,1.257738995,0.979731356,1.95713843,2.151040449,5.264362554,-0.434877147,4.455121206,2.090738031,0.962523039,1.176470588,,,,
Malawi,Consumer price index (CPI),,,,,,,-5.007712082,-4.676336869,5.802861685,11.60244714,-4.904789383,-4.176779935,7.145118734,13.54412924,-0.034701136,2.959298794,13.69689818,13.98932216,-1.232948583,-3.081009296,10.9345026,17.56422925,-2.647615045,-2.69803583,11.09139308,13.73801917,-2.5224125,-0.06480198,12.55971251,12.11039974,-3.527563553,0.584752036,10.29509162,9.033893782,-6.780075878,-2.50882839,8.660192547,9.987655905,-4.128035153,1.879971298,5.166289958,5.77218299,-3.831640058,2.20344099,6.261075015,5.919955531,-5.326685909,0.939567993,6.164887203,7.168800559,-5.056346704,0.593112262,8.277052562,9.317116656,0.289412775,5.572529473,8.845457144,9.791005605,1.787487587,5.414634146,11.7075428,11.28831814,1.340033501,6.317722681,7.63517015
Mali,Consumer price index (CPI),,,,,,,0.404321333,3.180853972,-1.372527579,0.083811923,0.936881918,2.896291645,0.266756002,1.341197503,2.663927292,0.641765971,-1.153911802,-2.316466641,1.458073611,1.45617023,-0.710453393,-1.039161545,0.861060274,1.719317033,-0.479588256,-1.334038552,1.435463696,2.994715208,-1.881413911,-3.980244044,1.603630862,1.369863014,-0.117508813,-1.411764706,1.581145585,2.466960352,-0.888506735,-0.967877623,-1.859706362,3.257978723,0.547327753,-3.234069805,-0.132362674,1.060304838,-1.37704918,-0.432180851,-0.40066778,3.58699296,-0.226537217,-0.973078171,2.292826728,1.633045149,3.276622558,0.579621721,3.700333637,4.299502779,-0.140213124,-1.347935973,0.256191289,1.078932425,-0.758426966,-1.103877724,2.947910704,4.614956909,-0.956683497
"Mauritania, Islamic Republic of",Consumer price index (CPI),,,,,,,1.487884318,1.415788883,1.629427938,1.31839532,0.930075541,1.592050268,1.827310041,1.268765005,0.871012796,0.474525535,1.079745739,1.133550004,0.7985978,1.751986511,0.763446163,-0.007970653,0.518048994,2.008891238,1.838850651,0.686598727,-1.446322313,1.851017622,0.859633504,-1.603707691,0.663436687,1.939784775,1.682532211,-1.093266086,0.211411992,1.282462328,0.664767331,0.660377358,0.718525461,1.054590571,0.460405157,-0.030553009,0.275061125,1.600121914,1.019949003,0.139569414,0.29061147,0.266114725,1.002654084,0.788321168,0.579374276,1.785714286,1.754385965,2.03003337,3.025347506,3.687387131,2.676810369,-0.485893613,-0.00441498,1.403495547,0.596812885,0.356809775,0.573527579,1.255811505,-0.354634344
Mauritius,Consumer price index (CPI),0.17211704,-0.572737686,0.662442396,1.030042918,-0.368167658,1.080159181,0.75928009,0.893106335,1.604426003,3.430438334,0.816004212,0.496083551,1.065211743,1.825192802,0.429184549,0.427350427,0.775969962,1.689021361,0.740840254,0.096742986,1.224226804,2.928071292,-0.649350649,-0.248988484,-0.998439938,3.592814371,-1.277760876,-0.030816641,-0.924784217,2.52022402,-0.819423369,0.214198286,0.122137405,1.921317475,2.722920407,-0.3495485,-0.55539316,4.732510288,-1.35936009,-1.192778852,0.358890701,1.625487646,-0.127959053,-0.67264574,-0.386971945,3.561022985,0.437636761,-1.587301587,0.727387729,1.538461538,2.102659246,1.453664446,1.104477612,4.103926779,3.431650596,2.385522347,1.660417783,2.766069547,0.974109203,0.177710079,0.202736949,4.046535154,-1.544607466,0.22675737,0.58177117
Morocco,Consumer price index (CPI),0.654001869,-0.185643564,-0.464972102,0.591715976,-0.433436533,0.435323383,0.619195046,-0.153846154,1.26348228,-0.152160682,-0.822919842,1.321450522,0,-0.006066121,0.066731376,1.203404062,0.742375708,0.32094678,0.176179755,0.503850956,-0.027831276,-0.2152806,-0.206550605,0.591366056,0.970017637,0.145560408,0.174418605,0.580383053,0.057703405,0.173010381,1.093839954,0.512528474,0,-0.339943343,0.142126208,0.397388589,1.046084252,0.539739591,0.60417348,-0.553250346,0.250347705,-0.527192009,1.087866109,-0.358719647,0.553863196,0.027540622,-0.117983377,0.456769984,0.129912309,-0.32435939,1.301659616,0.256986829,1.2816405,1.107244543,3.535669587,1.873677848,1.512904183,1.870251315,1.376936317,0.084889643,0.395815663,-0.675865953,0.992344769,0.561482313,-0.167504188
Niger,Consumer price index (CPI),,,,,,,1.575067024,1.715605411,-0.454103146,0.782013685,0.484966052,1.994851995,-0.504731861,-2.251109702,1.881284463,1.400827762,-0.376766091,-1.260636621,1.938641023,3.483766981,-1.987897126,-2.858642299,0.552960244,1.953162037,-0.350289842,-2.160091801,0.3125,1.107649706,-0.068469702,-1.849948613,3.071553229,2.404334575,-2.149470899,-0.202771206,2.810700982,1.119894598,0.06514658,0.227864583,2.370899643,-0.031725888,-1.332910187,-2.219363139,0.230263158,-0.032819166,0.032829941,0.295372498,2.290575916,2.687140115,-2.14953271,1.305316778,1.508485229,2.972136223,-1.503307276,2.106227106,1.554559043,1.295260524,-1.743679163,0.414078675,1.030927835,5.539358601,0.027624309,1.132283899,6.007646095,3.374549201,-5.681535011
"Mozambique, Republic of",Consumer price index (CPI),2.625031102,1.903261001,-2.085811722,-0.639883363,2.343686313,6.416026126,4.000748503,1.702112347,3.149104805,5.461031833,0.800156128,0.638915779,0.997178402,1.641321947,-0.649675162,-0.367831992,1.429427913,3.31321553,0.424583697,-0.716641679,0.960405907,2.168775614,0.421619722,-0.944661496,0.312003297,3.521126761,-1.281179138,-0.335936603,5.251937426,7.282026843,2.367845296,4.105622393,7.463576159,5.660319221,1.458108542,-1.356672703,1.215070369,1.946107784,1.510787304,0.130748046,0.536200478,1.417636168,0.555858311,-0.455235205,1.325675087,2.458157591,-0.435261419,-0.27915306,2.276448529,4.190766371,0.183390746,-0.418058132,2.985890302,4.156013315,2.948055858,2.139290053,1.647395661,3.198058631,0.99451189,-0.820775088,1.711754265,2.51372375,0.220535772,-0.336547796,1.655951685
Nigeria,Consumer price index (CPI),0.726219145,1.73850112,3.109720655,4.896125213,2.357592918,3.835114184,2.266331071,4.380633147,1.650211788,3.204829124,1.623175454,2.880490241,2.366972062,4.834374844,2.181396,2.050356156,2.452088188,2.077665297,1.932276244,1.580500729,2.085477311,2.004830405,2.095799057,1.940300203,1.719053819,2.334388707,2.66698629,2.289182873,1.803191104,4.072785076,6.361310626,4.296413641,2.600712693,3.594764467,5.112013587,3.841459452,2.344350208,2.279382331,2.82261337,3.332143142,2.44503812,2.263180823,2.839195985,3.134617844,3.090245298,2.611986172,3.058472095,3.883428555,4.647337389,4.724072319,3.588365997,3.064033243,3.455785207,4.788667797,5.354953195,5.343102772,4.30015666,5.328168421,5.833704957,7.980534791,6.471695858,8.172019114,7.709818404,7.004602513,7.824820673
Zimbabwe,Consumer price index (CPI),,,-4.555940023,1.148036254,0.716845878,2.075919336,1.278326554,-0.114744693,0.402067777,1.487414188,0.958286359,0.72585148,1.164079823,1.260273973,0.757575758,0.429645542,0.64171123,0.95642933,0.105263158,-0.578338591,0,0.105764146,0.369783413,-0.263157895,-0.73878628,-0.637958533,-1.123595506,-0.487012987,-0.54377379,-0.109349371,-0.4378763,-0.329851567,-0.055157198,0.662251656,0.219298246,-0.437636761,2.417582418,0.858369099,-0.106382979,1.597444089,28.35429769,23.64230298,34.31307794,83.4275879,91.39410188,41.09118924,73.55671382,79.84440694,13.7168212,12.8258559,7.403780601,10.7480842,17.69677265,14.6011918,26.54798762,39.61078677,8.558684137,0.984301916,41.86109858,,,,,,
Rwanda,Consumer price index (CPI),2.890169545,1.875030062,1.300339219,2.261031724,5.044855863,-3.926526408,-2.161329205,-0.078117848,1.420515698,-2.675285998,5.560526345,1.565635136,1.575718883,1.076971513,5.503930507,2.157438815,1.263104846,-1.360769342,2.582315334,2.395874489,2.82444428,-2.806940961,2.108975588,0.086481899,-1.223498462,-0.968740128,3.439672631,1.092952894,2.915538346,-1.334587946,2.311958707,3.5484392,5.015459029,1.370672224,1.000365016,-0.076100069,-0.079957263,-1.689281251,2.92547736,-1.058108248,-1.570371404,-0.093090508,2.82706565,1.860196844,5.394113594,2.078810696,0.473851187,2.756108546,0.469759196,-1.203860247,-0.910138628,-0.437470641,-0.37600177,5.538807416,8.715993969,6.114208407,8.570857503,4.441121308,2.785288946,0.982783583,1.048553418,-2.500031519,1.155802343,1.141973262,3.625864299
"São Tomé and Príncipe, Democratic Republic of",Consumer price index (CPI),,,,,,,1.648471351,3.307772909,4.121620064,3.785894726,4.722685075,1.277446925,2.136637041,2.412762591,3.046818006,3.410652563,1.687338918,1.738545008,2.024133904,0.816482259,2.066303361,1.983685577,1.865115434,1.120708116,1.680079063,1.555123577,1.052775499,0.564876201,0.979327724,1.829693826,2.410448191,0.280032415,1.08394595,0.969753277,2.121073466,2.363034483,1.085814894,1.754626221,1.462574896,2.943293441,3.14794501,1.069222866,1.436559349,1.012104989,2.777672532,2.9238492,2.84543151,1.402580398,3.059008003,0.949124536,1.296109287,2.7308457,3.664451425,3.606669877,4.509111612,6.875804508,7.52362162,3.24790421,4.121406606,4.921728734,3.704858891,4.282692238,2.572631869,0.893163038,3.296173614
Seychelles,Consumer price index (CPI),22.20999581,11.35396364,-0.801098887,-1.512851567,-2.100439594,0.681930735,-1.181840176,0.590638313,0.209776333,0.614427667,0.717741465,1.495385104,1.898876824,1.50779326,3.048074078,1.337113653,0.478766846,1.230733248,1.100331089,0.689567488,0.404563493,0.341519244,0.130849933,0.07531173,-0.067687808,4.011043486,-0.035288356,0.522219364,-0.893125242,-0.93661044,0.073211629,0.663064807,-0.174683751,1.050363386,1.479800563,1.051935372,-0.299205236,2.386724534,0.421638713,0.535814715,0.130574043,1.038973946,0.272015305,0.122223878,0.092300363,0.31234197,-0.498191092,1.42158908,1.404601687,6.149120519,1.766263547,0.700144858,0.258397933,0.268360081,0.871823409,1.268848841,0.254221899,-0.910808083,-1.185533359,-0.467746624,-0.130097706,0.975674598,-0.081617608,-0.168638508,0.475096999
Senegal,Consumer price index (CPI),-0.042712923,-3.767485556,-1.5837683,0.614781891,0.719044733,-0.41832586,-0.952091976,3.192448423,1.322366115,0.069945306,-0.108162015,1.500114157,1.228441975,-0.506497261,-1.257202397,1.487162552,1.988458619,-1.878322826,-0.802947347,1.860583046,1.563494858,-2.615019773,-2.026487854,1.842460896,1.185490626,-2.575612862,-0.163393353,2.307616772,1.750063988,-2.452598811,-1.11530155,2.803403201,1.512509116,-1.074529893,-1.443005999,2.55021946,0.003124121,-0.402999063,-1.885135347,2.656649616,0.323876553,-0.580474934,0.087602785,1.973453114,0.82450154,-0.657645031,0.504413619,2.132998745,0.491400491,-1.833740831,0.435865504,3.843769374,0.925373134,0.763780269,2.064768658,7.320502377,2.641127389,-2.300932574,0.590130706,3.998720407,-0.813890023,-1.167096441,-0.052640663,0.976516632,0.206558224
Somalia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,1.446360925,4.855239656,-4.465129794,-0.355015634,0.905965578,0.454817484,0.79020033,-0.16628881,2.475133603,1.614286638,1.418489968,-0.477506419,2.417838944,-0.129575838,1.89981074,-1.036942416,5.300556091,-0.248522107,-0.245971282,-0.911660792,5.752905794,-0.483768586,0.033636735,-0.225733765,4.455212516,0.286289895,0.635647729,0.978926462,4.699269619,1.046356429,-0.363877757,0.140653917,5.596077079,0.371035867,0.455686785,-0.536937604,4.805007446,1.096778491,0.140551224
Sierra Leone,Consumer price index (CPI),0.808592807,3.364060816,1.135047487,1.660558864,1.002590965,3.18982824,1.059230437,1.743315508,1.166824346,2.639235245,1.184450294,1.630815408,1.112423705,2.881900497,1.00312293,1.199287923,1.06471623,2.14364236,1.022421525,1.296164773,0.841367222,1.703459065,0.683643822,1.188253268,0.880724711,2.070341731,2.117953731,2.05807275,1.610129748,2.284615385,2.790103031,3.811823237,5.440834449,6.276318428,2.540880503,2.802993131,3.663265915,4.920863309,3.669775096,4.550505318,1.654942052,3.833515882,4.555044112,4.356599101,0.861311303,4.160857442,4.864683984,2.971679298,-1.371295758,3.684065826,4.341073526,4.037030314,3.137104372,6.100284206,9.882330431,7.20006965,8.061939955,10.70972267,12.36875453,11.71315127,10.54084595,3.633897157,5.64867887,3.419511714,2.016245175
Namibia,Consumer price index (CPI),1.307548469,2.212564777,2.046304969,2.93898709,0.533389072,1.705409448,0.195517883,1.210143006,-0.041740841,1.908540233,1.897086712,1.199261341,1.441260282,2.437161271,1.028126272,1.427088224,1.951257197,1.432080548,1.014272822,1.269979536,0.934036779,1.789116201,1.905864582,0.68809363,0.401548682,0.769246117,1.10384829,1.005515941,0.536719222,3.23881092,1.771802878,1.209328306,0.902615046,3.590116271,0.528325153,0.362083036,0.626422921,1.975263014,0.785009425,1.09718368,1.318733031,1.248986618,0.454241768,0.469341525,0.487677686,0.854925704,0.12457911,0.821375265,0.477205471,1.396918365,1.146969268,0.584719078,0.87989759,1.8403406,2.257206551,1.935921212,0.802165702,1.953630682,1.080394057,0.946059225,1.594615634,1.271292038,0.875943011,0.321218886,0.62009906
Sudan,Consumer price index (CPI),-2.589611915,0.332723894,3.431278087,9.920086631,-0.403858644,1.189135427,4.087175248,5.662672726,0.264576843,6.011951286,3.415472576,9.022542628,-0.203997915,7.551034912,12.93202053,16.95825146,2.354587432,8.094397426,4.278481201,8.679310385,15.60038649,5.189593886,7.015003346,10.66361518,1.532380258,2.606204039,3.833522726,4.44110828,1.478528603,2.098994207,5.095336694,8.055374167,9.13737191,7.872448919,5.569446493,8.346234686,3.337802738,30.38912025,10.18376614,12.14743613,5.593122921,10.66684729,11.25610317,17.75638478,9.281884708,20.55028711,39.94255655,49.24581196,39.63566231,46.27965905,59.8171753,49.80803925,24.29352847,21.1718576,25.28795357,14.50381328,10.81074874,,,,,,,,
"South Sudan, Republic of",Consumer price index (CPI),-1.052064036,0.779623601,1.454298429,-0.446387902,4.130215959,-2.748399513,0.015813348,-1.559853095,6.364896243,17.39291754,7.778500985,17.38381065,16.4582225,-0.239949217,19.36232016,7.123316325,1.378676427,-4.005507656,-6.888709894,0.579977851,2.7528564,-0.321221301,-4.086700669,5.688374788,7.216175867,-1.768037978,26.75898455,25.20346169,23.13979459,56.04984675,43.31411025,110.3390067,22.58538768,25.51728555,31.0702636,16.73226448,19.83109045,26.84936703,20.1511218,-1.373996281,-7.975819582,50.4408803,25.23076557,20.56725409,-10.74761762,6.726440683,12.15876506,1.33997337,18.67756192,-6.29459703,2.615382794,-4.315540041,3.900053631,-12.86877672,12.11583023,-3.319354832,-5.567197474,6.868352981,2.715809955,-3.894894145,-4.421529739,8.364744159,68.10228558,20.98759769,32.54937424
"Tanzania, United Republic of",Consumer price index (CPI),,,,,,,1.270600923,-0.326144835,0.767946578,5.513585156,3.554829795,4.133309073,4.545851656,5.871759166,2.459632598,1.1376743,2.405476692,3.988572753,0.698655824,-0.426258072,1.697642012,3.979145091,1.04765006,-0.215146801,0.615521855,2.655568912,2.170113423,0.72639716,0.897124343,1.951197147,1.594975007,0.291328133,0.871632105,2.815607669,1.887779425,-0.490603806,0.236348568,2.266046056,1.584022039,-0.789386364,0.055855281,2.221166409,1.986985824,-0.723481828,0.226659781,2.115478201,1.575465351,-0.670640835,0.041677086,2.374004645,1.65593077,-0.204819663,0.250136292,2.005693996,1.991344706,0.362820158,0.456481113,1.927416895,1.151935851,-0.236637383,0.272778486,1.791892132,1.246187364,-0.241005337,0.218579235
"Eswatini, Kingdom of",Consumer price index (CPI),1.515027071,1.163111459,0.777934685,2.227485429,0.384800314,1.315983613,0.489470686,1.922689721,0.814603239,1.387824067,2.453653747,1.277871834,1.629695029,3.513156696,2.481008697,0.751110102,1.803331511,1.440537987,1.448460572,1.043718389,0.494379553,1.751405872,2.000406592,1.774835139,0.67329758,0.551759561,2.246993195,1.174490554,0.628921156,2.702837057,3.299036969,1.076184017,1.204290842,1.247554219,3.31145779,0.118043256,0.23559558,0.498589893,3.955467382,0.230002074,0.502580732,0.402418523,0.551506634,0.395707769,0.433279323,1.442311691,1.598896965,0.438494181,,,,,,,,,,,,,,,,,
Togo,Consumer price index (CPI),-1.022569811,0.65581232,1.098194041,1.219958844,-0.519759835,0.284700913,0.039853861,1.119895493,0.311077996,2.402930154,0.874481204,-0.361200923,-0.572147929,2.180941582,1.094924868,-0.233893686,0.323085312,2.153355115,-0.0614932,-0.954436684,-0.775679201,0.714585784,1.502320127,-1.166409381,0.108133115,0.842784804,2.146636057,0.870473627,-0.738077329,1.101679515,1.788383517,-2.435907783,-1.297974029,0.147987178,2.07344182,-1.132717428,-1.309998609,0.641793009,3.009942103,-1.608741821,-0.340244748,1.1922168,0.935534365,-1.517450635,-0.473207291,2.099727302,0.954382224,-0.267256512,-0.3270841,1.598833269,1.527865012,3.70017697,-1.258150439,3.245946796,3.405688022,1.20246085,0.469743023,1.787678768,2.647932991,-0.315872598,-0.01056245,0.401415518,3.485191225,-0.11437867,-2.305460838
Tunisia,Consumer price index (CPI),1.446963295,0.145866385,1.165376404,0.879978189,1.076457225,0.519897788,0.699760231,0.919066845,1.030540579,0.272831747,0.726341063,1.232097083,1.438561058,0.979018329,0.760585371,1.46151963,1.508659805,1.46479792,1.204677652,0.87789607,1.427940123,0.795343698,1.105253439,1.648141773,1.146879106,1.150038393,0.793440141,0.654893283,1.359324457,0.359399449,1.01173361,1.004357382,1.658570758,0.968455685,1.169507138,1.705096709,2.015388475,1.829502166,1.802098266,1.484990957,2.134883013,1.550096735,1.553188982,1.208378088,1.804192093,1.224915298,1.725025747,0.632751202,1.383299799,1.041925081,2.086913823,1.587301587,1.586174242,1.538103006,2.868946523,2.409638554,2.5708061,2.081563297,2.28880566,1.851098454,1.857399641,1.392156863,2.707406691,0.640180757,1.608980355
Uganda,Consumer price index (CPI),,,,,,,-0.020264691,0.4008291,1.837698708,4.699194849,5.541669626,7.638708498,5.020485405,2.843689622,0.844285839,-0.585287289,1.288646971,1.200330208,2.120830218,2.019936241,0.520606839,0.3545269,0.512649555,0.599980636,0.375917323,1.392196875,2.327042573,1.855675171,2.731562929,0.381606157,0.877118464,0.972652056,2.160698877,1.675324397,1.332533477,-0.2911929,1.096652429,0.190618429,0.857131649,1.341864219,0.320469766,0.342400245,1.370646434,0.135399428,1.117412861,0.791287512,1.234919024,0.409998379,0.425971117,0.248912671,0.888225033,0.459961332,0.839409462,0.986242319,3.611498853,3.28739415,2.253476229,0.09730032,0.605923046,0.348725539,1.476642098,0.703517881,1.00222898,0.27919571,1.03369147
Burkina Faso,Consumer price index (CPI),,,,,,,0.635451505,0.598205384,-0.759828213,0.499334221,1.623053991,1.792698827,0.9285943,-1.015228426,2.083333333,2.668759812,-0.336391437,-1.893218779,1.33550183,0.160493827,-0.776531493,-0.972049689,0.733841377,1.046044644,-0.70862988,-1.24758877,1.395706034,1.551025785,-0.02594202,-2.228349011,1.257340013,1.356398663,-0.048487199,-1.164257301,1.60662282,1.452402422,-0.888804241,-0.067258111,2.047945645,1.205992274,-2.240496509,-2.790210456,0.914315569,-0.86396583,-0.42432353,0.127839512,1.87585936,1.715993445,0.041070357,-1.231604876,2.931960609,1.065449011,3.101180231,,,3.181866838,-2.341987188,-3.229404579,2.260029318,1.516137767,-0.500772979,-0.08701338,2.243834609,3.697511084,-0.946928744
