COUNTRY,INDEX_TYPE,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4
Brunei Darussalam,Consumer price index (CPI),,,,,,,-0.01928874,-0.064057105,0.137051601,0.081313705,0.005551184,-0.121503622,0.189352549,0.098687616,-0.08744056,-0.092145825,0.169287855,0.077405283,-0.007420458,0.442381791,0.147019393,-0.883135299,0.380196594,0.034321424,0.196332778,-0.832238105,0.134875344,-0.0433181,0.031404885,-0.25499285,-0.1237174,0.022132315,0.089775051,-1.398693479,-0.063366105,0.160988352,0.238852767,0.763842931,-0.023548758,0.192478167,-0.251790384,-0.202048896,-0.401194675,0.264860554,0.315915596,1.21286709,0.536709761,-0.191909957,0.570097211,0.892014733,0.004689963,0.389163975,0.675260049,2.162586151,0.613710848,0.780269649,-0.28566906,-0.122181733,0.010764168,0.154250616,0.271404902,-0.745812993,0.114298976,-0.080432776,0.123414245
Myanmar,Consumer price index (CPI),,,,,,,3.415589328,1.637404252,2.047124076,1.226039333,1.996106158,-1.746066829,-0.251533742,-0.483834594,0.990914897,2.062339358,2.982031859,-0.706646698,1.623868764,2.503911991,1.159361448,0.16937361,1.838054573,1.116349348,1.008252668,1.991962027,2.655074416,5.501302771,2.354407611,-2.220914507,3.587312744,2.002963016,1.145619154,0.663369145,-0.007731127,0.876873988,2.729059288,1.572956413,0.774958992,2.812036972,2.623758483,0.55465795,2.993046229,3.731973463,1.286264027,-0.180972024,-0.328147973,1.081000591,,,,,,,,,,,,,,,,,
Cambodia,Consumer price index (CPI),-7.06797944,-1.994022347,3.131243012,3.714674751,-0.140451178,0.138664259,0.373553039,1.39437659,1.408790091,0.41642965,2.919411433,1.825419312,0.039685617,0.643153527,0.393710598,0.549665034,0.184239759,0.37922569,1.120659453,1.942840245,0.810468552,0.662230325,1.286309444,1.163615992,-1.003460064,-0.397250998,1.246967563,1.023282972,0.134587835,0.038961521,1.828417645,0.919547673,0.7840385,0.638467201,0.364952681,0.718387125,0.456277185,0.65044924,0.87371805,0.490313574,0.373812159,0.182693021,0.771376523,0.634786129,0.427195294,1.158563739,0.260076586,0.924440917,1.051221328,-0.113305568,0.937228926,1.320519417,1.297313501,2.19478738,2.405375941,-1.025148832,-0.332426918,0.911237016,0.996918676,1.353220496,-0.192298588,-2.36240434,2.02205482,,
Sri Lanka,Consumer price index (CPI),,,,,,,-0.379776881,1.310459852,2.775164628,3.226544622,0.487696741,0.308846239,0.835715857,2.290076336,3.859275053,2.21720386,0.56236192,2.163584209,1.731601732,1.603927987,0.06443299,-0.418544752,1.907533139,1.459390863,0.531582239,2.426127527,-1.579107197,0.493674792,2.671169788,-0.4784689,2.584134615,0.175746924,2.134502924,2.691096479,2.090883747,0.491534681,2.663043478,-1.455796718,0.376040827,0.722504683,0.876726886,0.184356071,1.261829653,1.168224299,2.591737234,2.351175588,-0.41544477,1.595092025,1.473429952,1.64246608,1.053864169,2.24797219,5.825022665,8.499339933,24.78228415,18.18544367,1.619706428,1.394653827,-0.261994433,-0.295517977,1.827762226,3.412031048,-2.642689601,-3.324767106,-5.133743147
"Hong Kong Special Administrative Region, People's Republic of China",Consumer price index (CPI),0,0.277264325,-0.184331797,-1.015697138,2.565298507,0.773078672,0.406137184,-2.112359551,3.719008264,1.859229748,1.694915254,-0.854700855,2.931034483,1.381909548,0.743494424,-1.96801968,3.596821414,1.291885345,1.115982463,-0.709499409,2.620087336,1.083172147,0.650593188,0.418250951,2.801968951,0.368324125,-0.660550459,0.036941263,2.511078287,0.900576369,-0.892538379,0.576368876,0.64469914,0.24911032,0.532481363,0.31779661,0.527983105,1.050420168,0.242550243,0.622191497,0.618344212,0.682826903,0.983384198,0.973807925,0.432324576,-0.529801325,0.632490013,-2.282500827,1.658767773,1.232101232,0.230263158,-0.853298326,1.423369745,0.750652742,0.16196955,0.323415265,0.580270793,0.865384615,0.222434064,0.190234623,1.265822785,0.25,-0.467581047,1.315377388,0.27820711
India,Consumer price index (CPI),2.073732719,0.225733634,2.252252252,6.828193833,3.505154639,1.992031873,0.78125,3.682170543,2.429906542,1.824817518,0.716845878,3.914590747,1.905472249,0.842069919,3.138622493,3.775711468,2.063535162,0.847222351,2.252538071,4.591995036,2.521506971,-1.215277778,1.816051552,3.452243959,0,-0.055617353,1.64162493,2.32685464,1.337613697,-0.131995776,2.035421623,1.839378238,-0.02543882,-0.330788804,0.740362522,2.584896097,1.506916996,-0.267705038,0.878477306,1.693275278,0.261655566,-0.379596679,1.476542034,2.08871157,2.574712644,0.380995069,1.384237553,2.400352345,2.064516129,-1.032448378,2.086438152,1.897810219,1.98526402,0.240818784,2.982982983,1.6718507,1.128107075,0.302514653,1.432610745,3.438022672,0.125763564,-0.035887314,1.346257404,2.763018066,1.465012065
Indonesia,Consumer price index (CPI),1.341243154,0.161043476,-0.023382132,1.266115185,1.166548726,1.204483342,0.665572931,2.992099525,1.324736809,1.694008222,-0.219119766,1.80173561,0.792665661,1.309849714,0.521748415,1.792587824,0.716343629,1.619933406,1.004485045,4.348933341,0.606771238,1.626563115,0.374657785,1.68114725,2.654763502,1.690694973,0.866464474,1.704080872,0.471670375,1.228235432,0.021573114,1.275063998,0.742634647,1.564154371,0.645160072,0.8038671,0.443600177,1.347898431,0.62217177,0.643354649,0.524822737,0.809103556,1.131510234,0.893135887,0.086597578,0.780887228,0.33793806,-0.009527752,0.352711904,0.744115917,0.383457873,0.081408648,0.541232,1.269567369,1.855894192,1.432948447,0.877317341,0.975840927,0.607299767,0.383098251,0.688054062,0.868378384,0.67844746,-0.304027582,0.333249497
"Timor-Leste, Democratic Republic of",Consumer price index (CPI),,,,,,,1.195132551,1.202490874,1.973265436,6.450270495,3.420641126,0.945000945,4.193971166,4.222821204,1.310344828,1.10619469,4.544689446,5.166446627,1.733158927,-0.128576021,0.289668491,0.449293967,-0.447284345,-0.128369705,0.385604113,0.800256082,-0.095268339,-0.317863954,-0.510204082,-0.448717949,-0.450740502,-0.161707633,0.356333009,0.322788896,0.193050193,-0.192678227,0.45045045,1.640917691,0.906648758,-0.06655574,0.166500167,0.531914894,0.165343915,-0.033014196,0,0.297225892,0.131708923,0.131535679,0.032840722,1.838476691,1.515151515,0.476341696,1.264222503,2.34082397,3.08020738,1.065088757,0.351288056,4.900816803,0.945494994,1.487603306,1.24864278,-0.080428954,0.536624631,-0.106752068,-0.480897676
"Korea, Republic of",Consumer price index (CPI),-0.270141683,0.722463897,0.95410119,0.563392602,0.147076848,1.290559453,0.639201777,0.76991596,0.49808223,1.883025997,0.778475929,1.093887341,0.159157643,0.950117891,0.207328271,0.285804671,0.263235182,0.793056686,-0.129880381,0.434695139,-0.031119664,0.85301579,0.343429255,0.210726547,-0.423742269,0.566921545,0.210692467,0.293575788,-0.153194115,0.506632212,0.191780343,0.188623986,0.557846566,1.247586154,-0.081008193,0.479943625,-0.206653071,0.883591133,0.330389027,0.533892392,0.028832647,-0.349578863,0.43993596,-0.0730015,0.279820111,0.317135687,-0.513008428,0.639544617,0.013308491,1.28409847,0.532089601,0.686095139,0.999415926,1.641714322,1.950248127,1.128542196,0.401618738,1.047360225,0.646681978,1.008827238,0.671779323,0.655486004,0.308008214,0.400643369,0.198065944
Lao People's Democratic Republic,Consumer price index (CPI),-2.803112929,-1.579587949,1.52341106,1.320502056,0.503098591,1.179117432,1.766756002,4.021663406,-0.310920098,1.212479855,4.328694476,1.248051411,0.475921246,-0.09336495,2.22666552,0.678846513,1.013342495,1.809171566,2.187652817,1.856405754,0.759728017,0.743088156,1.305670792,0.602802481,0.071632773,-0.425243331,0.921133204,0.660809092,0.003715593,-0.490735537,1.081315716,1.290138111,0.256001981,-0.732571771,0.192089356,0.434735514,0.399461731,0.4985772,0.66257465,1.1057826,-0.351504451,0.159683322,1.486300728,2.103723621,1.983902146,0.720444365,0.659503942,1.781804946,0.067758728,-0.353359548,2.066698732,2.405711245,0.821642028,1.884512046,9.738752477,15.22253203,7.244623218,3.866036135,5.588931209,7.494221709,6.151254534,3.69025967,6.176748186,6.099032831,1.563824965
"Macao Special Administrative Region, People's Republic of China",Consumer price index (CPI),0.203389831,-0.488111347,0.06799087,0.058238292,0.198865014,1.185981218,1.205568579,0.491609549,0.997224705,2.249545899,1.412043363,1.414840101,1.483679525,1.824212272,1.688667924,0.893534519,1.069429359,1.628502935,1.439726696,1.347125331,1.345043121,1.850261535,1.494711023,1.125292652,1.366691561,0.976202755,1.23308161,0.8937259,0.725077687,0.762411348,0.235790955,0.038620883,0.393079002,0.279671386,0.223113125,0.361751713,0.883790247,1.013467088,0.693806754,0.753200257,0.643647335,0.769435747,0.499124054,0.779502697,0.633138605,0.658342792,-0.525162704,-0.787044534,-0.173021677,0.451290101,0.100921314,0.15285547,0.3298317,0.369087193,0.306494639,0.202986745,-0.032897433,0.031304888,0.160360563,0.200260942,0.282176559,0.281590192,-0.010814348,,
Malaysia,Consumer price index (CPI),-1.568399651,-1.062260254,-0.089472115,0.417910448,0.564803805,0.384274313,0.167672703,0.669568129,0.631858996,1.288830139,0.717781403,0.680272109,0.482625483,0.384245917,0.159489633,0.318471338,0.444444444,0.568900126,0.439974859,0.688360451,1.24300808,1.043585021,0.273390036,0.424113905,1.055806938,-1.074626866,1.750150875,1.245551601,0.673696544,-0.26185627,0.262543757,0.669188246,1.011560694,2.288984263,-0.055944056,0.475790652,0.752089136,0.497649986,-0.522696011,-0.359513274,0.693866223,-0.110253583,0.413907285,0.329760923,0.356066831,-0.191048035,-3.035274815,1.551043429,0.194390447,1.856984479,0.517006803,-0.433134813,1.196302338,0.940354648,1.117913229,1.184522243,0.624349636,0.620475698,0.35971223,0.358422939,0.255102041,0.687022901,0.631791761,0.326469111,0.150187735
Maldives,Consumer price index (CPI),-1.767481567,1.55473358,0.931543492,1.030486282,1.503677697,1.008735624,2.234916515,2.959182208,-0.118177802,1.271890832,7.216457748,2.40583964,4.03135837,2.803767039,0.347084608,2.75247363,0.631844771,0.528289854,0.355278708,1.42881822,1.295799045,-0.156417469,0.344838216,0.565450545,-0.170167892,-0.254166142,0.967360968,0.532514995,-0.103044774,-0.445434545,-0.35158832,0.494255041,2.154171762,1.091235215,0.364608491,-0.730805529,0.139993915,0.979879109,-1.901826872,1.252119087,-0.486291322,-0.094097168,0.662102832,-0.113872359,0.405983789,-0.234873777,-4.053527475,2.943766686,0.342519409,0.214967916,-1.13878794,1.072367267,-0.036431644,0.712007949,1.167151308,0.870633976,0.282491456,1.572821567,0.308256463,0.279133804,0.092957625,-0.06944774,0.042766032,1.264656973,2.037961814
Nepal,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033152051,2.109812162,2.002485442,1.744269574
Pakistan,Consumer price index (CPI),2.214097689,1.012962486,1.95745163,3.364636586,1.956831438,3.219002926,3.016448713,4.564500533,3.651538863,1.438898293,2.631756985,3.295978906,2.565411615,1.756678281,3.524040519,1.019845645,1.021243422,1.599336343,1.841900385,3.382246005,2.568218299,0.124843945,2.270731622,2.369708938,-0.127484693,-1.299988243,1.882072662,1.202585559,0.726180456,-0.091756648,1.635096351,1.565223004,0.751485495,0.260190807,1.931424976,0.416615233,1.452103629,-0.019690108,2.458718376,1.608682152,2.300606801,1.661403659,3.090807332,4.18606312,3.691997296,1.498188178,-0.678616891,4.12772862,3.276454036,0.922141637,1.848997446,2.285211576,5.582196756,2.408713205,5.01987194,10.1769088,5.440004244,7.797772544,7.393832142,5.708742383,5.082803699,3.882316329,-1.318713229,1.364028789,1.359114943
Singapore,Consumer price index (CPI),0.751630274,-0.993644823,-0.921614899,0.859837321,0.321399753,0.670277836,1.174091445,1.156451052,0.914319487,1.842228331,0.736865596,1.943927304,0.911849023,1.214199341,1.095708815,0.914661292,0.713466428,1.216525635,-1.20741207,1.124204037,0.889995038,0.20570349,-0.071283611,-0.003898058,-0.157877503,-0.087457979,-0.166862708,-0.213722052,-0.262036826,-0.20097696,-0.245520144,0.326322277,0.14845442,0.397519729,-0.099475989,0,0.16190745,0.180041253,-0.015627625,0.371604856,-0.049441737,0.19202231,0.268627009,-0.056605602,0.228490296,-0.068119891,-0.802503563,0.384585351,0.392446666,0.800421519,0.706434007,0.576296285,1.564160165,1.668223426,1.985925068,1.925273585,0.919176135,1.194554792,0.977249439,0.95167898,0.844904931,0.424300998,0.509692541,0.379663641,0.096384901
Philippines,Consumer price index (CPI),,,,,,,0.896609695,0.749791725,0.771775083,2.024070022,1.313672922,0.555702567,0.710526316,0.553873911,0.945307225,1.070234114,0.231634679,0.561241334,0.459619173,0.882352941,1.068999028,1.185897436,0.633512829,1.133144476,-0.124494242,-0.124649423,0.093603744,0.093516209,0.218000623,0.186451212,0.465260546,0.555727076,0.798280626,1.035638136,0.422068134,0.390273191,1.136363636,1.871776994,1.260647359,2.086137281,0.758075148,-0.294406281,0.492125984,0.391772772,0.780487805,0.838980316,-0.16,0.833333333,1.335028608,1.976160602,-0.184558597,0.92449923,0.824427481,1.756511205,1.845238095,1.957919345,2.120951562,2.13303396,-0.274800769,1.295122623,1.115342764,1.129943503,0.212822559,0.71675073,0.474433316
Thailand,Consumer price index (CPI),,,,,,,1.053184045,0.52976005,0.247985121,1.154401154,2.119421235,0.558770704,0.092610968,0.588196418,1.258212878,0.966810499,0.37595193,0.464178244,0.487525093,0.332952816,0.385575677,0.780782672,0.952797476,-0.12996658,-0.489558158,-0.828247602,0.320251177,-0.106409614,-0.250642271,-0.458571518,1.126467247,-0.152890886,0.178125,0.098430398,-0.026501474,0.198813745,0.598564767,-0.141354372,0.655100899,0.351851125,-0.024710283,-0.237971052,0.993366663,-0.119713981,-0.236475543,-0.217553658,-2.105434429,1.871488881,0.097892058,-0.355006133,0.732084089,0.230030671,1.802760685,-5.534681609,2.45564279,1.026229619,0.387609851,5.239157208,2.153904545,0.393213202,-0.6538165,-0.2110949,2.463835744,-0.157877159,-1.651866121
Vietnam,Consumer price index (CPI),-0.291180573,0.329176084,1.10477622,1.40612802,1.700703047,4.07443173,1.543646757,0.889362318,3.956995673,5.911917651,7.465358746,3.559114838,1.659852806,2.469213318,0.643042503,0.750005381,2.944748786,2.41916265,0.305780928,1.195529101,1.878189775,1.367519493,0.202001553,0.778743804,0.189055242,-0.433150764,0.447405366,0.299668462,-0.001263184,0.502972056,1.375707995,0.868735842,1.632220478,0.996310695,-0.189614748,0.628091485,1.273216724,1.08752251,0.715342189,0.998856737,0.599816067,0.295621782,0.734932253,0.577002322,2.01260287,2.138072956,-1.874377834,0.920709002,0.222442089,1.050809299,0.45211023,0.760405759,-0.378890412,1.083219166,1.471271149,1.116798973,0.667301951,0.861367348,-0.25031738,1.592817381,1.300000307,1.08788609,0.347794588,0.696775618,0.705119188
Djibouti,Consumer price index (CPI),,,,,,,0.616259777,2.544169611,-0.27567195,0.921446671,1.547073893,2.251199886,2.199557219,-1.019492849,0.741134287,2.23299266,-0.323976793,0.947137097,0.836353751,0.12045314,0.015982763,0.208770739,0.922794404,-0.973518567,2.591669381,-3.451179632,1.247443949,0.375473125,-0.446994992,0.653924142,2.041373236,0.77876401,-0.078114186,0.436554736,-0.35146364,-0.692473833,-0.348338034,0.404010044,0.23191638,0.265393554,0.546873199,1.472087054,0.978932977,0.77373055,0.344822182,0.550345484,0.562855535,0.341046426,-1.046497858,0.56520765,0.883943725,0.665278317,0.386631285,1.026060893,5.180296165,-0.844828809,-0.761235955,-0.370800192,0.474458776,1.821670555,1.370309951,0.611522369,-0.639795266,-0.09658725,-0.225588141
Angola,Consumer price index (CPI),3.405116571,3.553012749,3.089666393,3.114781641,3.295571695,3.603718125,3.101520921,3.754751095,4.448674934,2.90816394,2.746525012,2.525680008,2.733083323,2.85335323,1.999303515,1.918931475,2.444713101,2.364802771,2.119352397,1.766221522,1.525646887,1.931373865,1.620819585,1.817500085,1.910771132,1.995609335,2.34219399,3.26793152,3.515213146,8.151254539,9.924693427,10.71253576,6.379734023,6.697726461,5.507840232,5.09935966,5.527978962,3.986811175,3.922121973,4.286776267,5.00168606,3.61524879,3.245197894,4.098996692,4.55434718,5.69843395,5.837992614,5.493927663,5.735996982,5.608838852,6.134417959,6.422314313,6.435895755,5.900020623,3.681359173,2.47572927,2.41832851,2.576524037,2.938082328,5.013884078,6.659497562,7.599499717,7.698271932,5.59231159,4.889693617
Botswana,Consumer price index (CPI),,,,,,,3.457623894,1.788259091,0.885195556,1.929447578,3.289560367,2.011225444,1.550581468,1.284735049,2.431512401,1.578572559,1.838364167,1.445672544,1.360980207,0.673212825,0.8054088,1.557632399,1.436304583,0.622598548,0.434890217,0.580863198,1.393020895,0.586834202,0.459864786,0.450927476,1.244686278,0.534076786,0.601403274,0.929923613,1.382033564,0.389483934,0.323310702,0.902352562,1.628872565,0.125707102,0.935153798,0.660552262,0.862641009,0.394736842,0.294888598,0.653381248,0.551768906,-0.258231117,1.229773463,1.87129156,5.093904537,0.282663945,1.269653062,2.597091761,5.506143954,4.214717789,0.045066296,-0.496105176,2.221426838,0.229681676,1.236626216,-0.137323247,1.647339141,0.281683136,-0.117643791
Burundi,Consumer price index (CPI),4.735711757,2.138102349,-0.764456599,1.57099736,2.687709974,1.916930727,2.183577187,0.233714748,0.343723989,2.325496485,4.553877382,3.0196785,4.230025941,9.291629832,3.631663342,-1.852189593,1.746040753,4.305061759,2.230879005,0.612777095,0.841917474,1.41835104,0.915742586,1.551189019,-0.12995456,0.72659803,5.172149237,-0.334066538,0.558867172,0.331609998,2.501949153,2.353699098,2.181778974,10.19006332,2.178152951,-0.67164433,2.142642268,-2.936145952,0.234948605,-2.607676531,-2.10589651,0.891210817,1.035638136,-0.120590895,2.354361606,3.243880861,2.599257355,-1.642538976,3.368242287,2.190580504,3.242229368,1.064105892,2.696456086,5.076269067,7.353641123,3.458213256,7.306620956,9.005591054,6.869389998,1.679808022,3.118678355,3.874448259,4.202077432,7.597039722,11.74901741
Cameroon,Consumer price index (CPI),,,,,,,0.109102244,0.934142924,1.264846522,0.548362529,0.060596879,1.347464042,0.806692561,0.181961085,0.847925636,0.817897251,0.760888201,0.148383747,0.182454345,0.633434308,0.979336625,-0.505129618,-0.118640879,2.373244868,0.650204172,-0.001605709,0.859019862,0.683616434,0.151745068,-0.212121212,0.425144245,0.241911098,-0.090206436,-0.135446838,0.543661299,0.375721231,0.080515942,-0.170253038,0.509745127,0.447494033,0.98010098,0.294117647,0.791788856,0.52371254,0.781476122,0.459506031,0.657518582,0.568020449,0.53657159,0.140449438,0.841514727,0.862308762,0.793885732,1.839059739,2.203116604,1.971608833,1.52101057,2.044262394,2.216911772,1.374171164,0.518302241,0.777487449,1.730505086,0.949579144,1.132878271
Cabo Verde,Consumer price index (CPI),0.428134557,-0.943970767,-1.291115893,0.96543133,-0.215916101,0.710973725,0.859422959,1.339013999,0.18018018,1.378896882,2.276759314,0.809482509,-0.401491253,-0.210190808,1.33306259,1.571797775,1.115753236,-0.64875553,-0.376728361,0.927170184,0.141545375,-0.335347011,-0.898194077,0.359164693,0.486497096,-0.005566019,-0.550949795,0.478457399,-0.01949255,-1.111298319,-0.771719552,-0.181043898,1.144382247,-0.024010209,-0.120102564,0.576506987,0.158769351,0.328960397,0.211774403,0.654464926,0.236240462,-0.238551778,0.724372414,0.343088636,0.282735119,0.377011999,-0.548697246,0.282431318,-0.252160283,-1.20E-06,1.044026295,1.439385861,2.114030167,2.327478043,1.790202931,2.276696982,1.310287969,1.217775453,-0.783897088,0.957947952,0.1375996,-0.375014314,0.778713255,0.67290146,0.467316189
Central African Republic,Consumer price index (CPI),2.301423616,-0.378854357,-0.284901343,-1.48451135,1.031935619,0.29963472,-0.214530279,1.913503468,1.754671088,-0.842227961,-0.763090938,-0.211896648,2.112283325,4.867680308,-1.815362777,0.358506048,2.036457404,2.223211097,2.223211097,2.223211097,2.223211097,5.902649793,2.076260376,7.668941651,-1.692461817,-3.718556775,-0.742260028,2.897183977,5.783521407,2.962297486,-5.200546583,0.372633452,1.214843485,1.745690422,2.682384275,1.208719921,0.129497282,-0.938595241,0.58458102,0.061079141,2.915197889,1.253835913,-0.524179327,-0.706845342,-0.685011614,1.630323578,1.736291875,0.021880964,-0.883345836,4.33626457,1.740897342,-1.790584064,-0.967428274,3.063143809,6.224712107,-2.021681805,0.358851675,3.307508939,-0.980674935,-1.077774541,0.912838634,1.108841552,0.028860029,-0.288517023,2.393947346
Chad,Consumer price index (CPI),,,,,,,1.543926189,3.91328063,-3.822493371,-3.497076743,4.749256838,5.722602521,-0.552870001,1.460801473,0.131283679,6.829871758,-4.239484581,-0.854191931,0.656600681,0.820857191,0.513329085,-1.083795537,0.872715767,1.925322163,0.75854933,-0.262694204,0.845684749,4.332247557,0.156103653,-3.179551122,-0.289761751,2.131094608,-3.25640215,-1.928104575,1.399533489,2.070325337,-0.676110753,-1.555915721,6.124464932,1.023890785,-0.42997543,-3.608883405,1.792,-0.345803207,-0.378548896,1.836605446,3.078358209,1.719457014,-2.283511269,-2.15477997,1.830024814,1.066098081,-1.416515973,1.039437481,4.024205749,3.25770797,0.309859155,1.123279978,6.176767963,2.861491629,1.657295058,1.251819505,3.479010926,2.584051125,-2.546045504
"Comoros, Union of the",Consumer price index (CPI),,,,,,,-0.472368723,5.462989433,-3.208451792,0.817703176,-2.838975943,5.730840301,1.119616182,3.632369603,-0.71337537,1.951212266,-2.946796921,-4.552069941,2.228140021,0,0.293758767,8.080471972,-3.600803946,4.510250622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Republic of",Consumer price index (CPI),4.878235064,0.585199651,-1.986740812,0.499920163,-0.574991026,0.999225233,-1.63032136,2.244476631,0.810062481,0.083674442,-1.187378037,1.54442919,1.95714222,0.734082417,-0.322185892,3.780506786,2.422800727,0.907334993,-2.014518377,1.901449436,2.665621434,-2.382081201,-0.437504229,2.020008334,0.9946519,0.578037364,-0.675250818,1.668274759,2.377818815,0.544178989,0.54005168,-0.394943694,-0.06844005,-0.17374287,0.546605289,0.435791409,0.441304777,0.14437881,0.136429194,0.323565289,0.221085072,0.657826928,0.82156037,0.527596658,1.145385417,0.218617722,1.964738268,-2.830170469,0.859703131,1.763708948,0.38647343,-0.064164261,0.032102729,2.118100128,1.131363922,-0.124300808,0.124455507,2.050963331,1.735688185,1.047590542,0.207345972,-0.616387746,2.512163073,0.881729144,1.006614898
"Congo, Democratic Republic of the",Consumer price index (CPI),,,,,,,,,,,,,,,0.123653306,0.151475866,0.16555389,0.220373683,0.170025714,0.290624749,0.326062468,0.380841336,0.363275537,0.228475302,0.150207921,0.144083389,0.165210144,0.190785625,0.244951766,0.299145338,0.463914477,1.52026832,4.47042717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,Consumer price index (CPI),0.394347683,-2.454991817,0.771812081,1.132201132,-0.296345077,-0.165125495,2.282500827,-0.74385511,1.987618117,-0.031948882,0.990731863,0.348101266,0.50457269,4.612488233,1.169766047,0.029647198,1.333728512,0.029248318,0.444444444,-2.488938053,0.098516285,0.954369222,0.833087149,-1.860424235,-0.420933218,0.635567814,0.321734986,0.697826345,0.188729321,-1.221486387,2.598331347,-3.848164498,-0.44703537,0.379259079,1.614073268,0.06841573,0.392378348,-0.917892991,1.515106237,-0.228466294,0.386443682,0.594451783,-0.393959291,-0.758075148,1.062769844,2.110135064,0.648441556,0.616751537,-0.860918694,-1.341920152,3.906647477,0.700629119,0.036769023,-0.522549619,-0.595221669,0.1423837,3.720089877,1.625184337,-1.574059851,-1.198566154,0.917431193,1.575757576,0.80548926,-1.124593075,-0.508829692
"Equatorial Guinea, Republic of",Consumer price index (CPI),,,,,,,0.8793208,1.051998798,0.327186199,2.075303884,1.30699971,1.146788991,0.425170068,2.06040079,0.276548673,0.110314396,0.330578512,0.85118067,0.299482712,2.497285559,0.873940678,2.231556839,0.025680534,-0.205391528,0.591715976,0.75447003,0.718876254,0.029741607,0.050390527,1.473348365,-1.000044632,0.712823744,0.424777814,0.512752813,-0.029590176,-0.392185881,0.111433029,-0.28920482,0.595800538,1.747778486,0.584100824,-0.363846654,-0.918984281,-0.146448621,4.85754494,1.49841491,0.594855305,-0.515993516,-1.007504647,-0.231835675,0.230050658,1.082697702,1.169724771,0.906823849,1.662547742,1.944751381,0.390201604,0.2591233,-0.495369373,1.428571429,2.262057192,-0.605175292,0.745328574,0.906533292,0.888062784
"Ethiopia, The Federal Democratic Republic of",Consumer price index (CPI),-4.433316088,-4.244426997,1.874936406,3.109601792,0.585479716,1.634318605,1.6557163,2.156791546,5.932904919,8.907884287,13.77889378,6.6500589,4.663701133,5.86568342,5.752506617,3.349101358,0.441561115,0.09314168,1.98745506,3.921973257,1.43791051,0.098941974,2.698222918,1.831146941,0.784887818,2.082844056,4.198973213,3.846597249,-0.33767554,0.301769232,3.078222442,2.48474791,-0.083915617,1.892681108,4.009948831,5.193056011,3.222301421,2.739409697,3.373323047,3.748368113,0.38542798,3.150070056,6.866998881,6.040036636,2.372559159,4.302382682,7.23279059,5.082765336,1.130467013,5.5158512,8.197290726,13.09791332,3.874538745,5.615521246,9.508408797,10.02953337,4.949538329,5.503836317,7.669931155,7.540149661,5.417308269,4.774837156,2.706863597,3.789835837,5.390129241
Gabon,Consumer price index (CPI),,,,,,,-0.811841567,0.380381558,1.183119605,-1.071267438,0.940363205,1.598614957,-0.13786807,0.713599504,0.269330713,1.831673481,-0.496102283,-1.28730805,-0.983933718,2.096234231,3.597757812,1.349593552,-0.231977912,-0.423784973,0.846746824,-0.340798637,-0.049336848,-0.770389172,0.254793436,0.925488734,0.628583063,0.76960124,2.063723794,-0.22653228,0.877039957,0.324270392,-0.149179513,1.643426295,2.596766291,1.193887297,0.849457291,-0.007968796,0.840417136,-0.01655641,-0.124315932,0.192805468,0.874586961,0.797491792,-0.034198087,-0.023140448,0.205146849,0.450269514,0.553058105,1.172191951,1.301574823,2.278061145,0.720997461,0.430182228,0.907051454,0.862747561,0.208023774,0.068922993,0.168007483,0.032278414,0.589035655
Ghana,Consumer price index (CPI),2.984239677,8.734183549,4.197648722,2.419656542,0.797763282,6.080179813,1.000558691,1.324688356,0.413655584,6.192422741,0.73498392,0.916463811,0.563470346,6.996991065,2.525255816,1.2844365,1.041369835,5.241223261,3.222765386,1.791157023,2.432765661,6.031134298,3.875977008,2.724244625,3.401977574,5.614129578,4.221116205,3.27243072,3.411128216,6.819760476,4.00957621,1.773055002,2.188838861,4.575095877,3.503398638,1.368408728,1.837626744,2.701572653,1.619628475,1.1541277,0.758176008,2.506729676,2.410284028,1.704749321,0.969995197,2.425612684,5.47792765,1.47581444,0.448404173,2.484778558,3.336506044,3.158017988,2.506005816,6.473258338,12.83827618,8.647871707,12.15691155,7.952586207,6.528249152,7.889805097,3.161368768,4.697760566,6.095207462,5.532817948,4.854926745
